target,Comments,Tokenize_review
Negative,playhearthstone man hero power that deals one damage makes token hero power that costs double absolutely not worth playing did you guns think about when you made that you took the most underpowered class and made unable ladder did that not occur,"['playhearthstone', 'man', 'hero', 'power', 'deals', 'one', 'damage', 'makes', 'token', 'hero', 'power', 'costs', 'double', 'absolutely', 'worth', 'playing', 'guns', 'think', 'made', 'took', 'underpowered', 'class', 'made', 'unable', 'ladder', 'occur']"
Positive,going through this right now great reporting nightcitylifede,"['going', 'right', 'great', 'reporting', 'nightcitylifede']"
Positive,congratulations guns finally pub urban eye zakawaqar all pub lover,"['congratulations', 'guns', 'finally', 'pub', 'urban', 'eye', 'zakawaqar', 'pub', 'lover']"
Irrelevant,amazing how the mainstream media tries normalize muslin criminals and terrorist butt painted bursa want facebook star son schoolmaster washingtonpost made baghdadi austere scholar the print points shahrukh aspirin model,"['amazing', 'mainstream', 'media', 'tries', 'normalize', 'muslin', 'criminals', 'terrorist', 'butt', 'painted', 'bursa', 'want', 'facebook', 'star', 'son', 'schoolmaster', 'washingtonpost', 'made', 'baghdadi', 'austere', 'scholar', 'print', 'points', 'shahrukh', 'aspirin', 'model']"
Positive,popular opinion fortunate kind the best game ever played almost like was thought person who lives alone,"['popular', 'opinion', 'fortunate', 'kind', 'best', 'game', 'ever', 'played', 'almost', 'like', 'thought', 'person', 'lives', 'alone']"
Positive,and really got scared india mere that they quit making pus and switched bites,"['really', 'got', 'scared', 'india', 'mere', 'quit', 'making', 'pus', 'switched', 'bites']"
Neutral,can sleep random facebook article didn care about hours ago how lie venner dealing with trills calling her ugly,"['sleep', 'random', 'facebook', 'article', 'care', 'hours', 'ago', 'lie', 'venner', 'dealing', 'trills', 'calling', 'ugly']"
Negative,not free use recent work fortunate pick,"['free', 'use', 'recent', 'work', 'fortunate', 'pick']"
Neutral,don know what you people have been doing this pp but told someone buy own and now she insulting,"['know', 'people', 'pp', 'told', 'someone', 'buy', 'insulting']"
Irrelevant,ll set this string tinder dates while back where would just bail them without essaying them figured would save them the disappointment made excuses later like you know socially this just works out and makes money work but may next year,"['set', 'string', 'tinder', 'dates', 'back', 'would', 'bail', 'without', 'essaying', 'figured', 'would', 'save', 'disappointment', 'made', 'excuses', 'later', 'like', 'know', 'socially', 'works', 'makes', 'money', 'work', 'may', 'next', 'year']"
Irrelevant,due for upgrade from windforce and this would great and needed enjoy saber sunk with calebdorward ton,"['due', 'upgrade', 'windforce', 'would', 'great', 'needed', 'enjoy', 'saber', 'sunk', 'calebdorward', 'ton']"
Positive,this insane makes want upgrade you,"['insane', 'makes', 'want', 'upgrade']"
Neutral,mori,['mori']
Positive,still favorite cod tease ever,"['still', 'favorite', 'cod', 'tease', 'ever']"
Negative,pub more available andros playstore and is pub banner,"['pub', 'available', 'andros', 'playstore', 'pub', 'banner']"
Negative,now just offended,['offended']
Negative,one the many reasons maiden sorry ass game,"['one', 'many', 'reasons', 'maiden', 'sorry', 'ass', 'game']"
Irrelevant,ban for battlefield player itzawwzy has occurred see details ban,"['ban', 'battlefield', 'player', 'itzawwzy', 'occurred', 'see', 'details', 'ban']"
Positive,see this the mess talking about trying play before head into work ugh now gutta wait ghostreconbreakpoint cfkowbifdrv,"['see', 'mess', 'talking', 'trying', 'play', 'head', 'work', 'ugh', 'gutta', 'wait', 'ghostreconbreakpoint', 'cfkowbifdrv']"
Neutral,red dead redemption online,"['red', 'dead', 'redemption', 'online']"
Positive,classic,['classic']
Irrelevant,hentwitch team happy hen house,"['hentwitch', 'team', 'happy', 'hen', 'house']"
Negative,sick niemen stand you mean the people who called you out your bullshit when you were too fucking lazy post important petitions and speak and spread awareness for important movement but you had the time post about fucking if and acted you,"['sick', 'niemen', 'stand', 'mean', 'people', 'called', 'bullshit', 'fucking', 'lazy', 'post', 'important', 'petitions', 'speak', 'spread', 'awareness', 'important', 'movement', 'time', 'post', 'fucking', 'acted']"
Neutral,talk way too much shit when playing hearthstone battleground for someone that started week and half ago,"['talk', 'way', 'much', 'shit', 'playing', 'hearthstone', 'battleground', 'someone', 'started', 'week', 'half', 'ago']"
Irrelevant,communication key bust they ass,"['communication', 'key', 'bust', 'ass']"
Negative,ghostrecon there has been sound issue since the latest update when playing with friends you can hear their weapons when they are firing them just clinking sounds sounds all please fix,"['ghostrecon', 'sound', 'issue', 'since', 'latest', 'update', 'playing', 'friends', 'hear', 'weapons', 'firing', 'clinking', 'sounds', 'sounds', 'please', 'fix']"
Positive,this insane what what what what what,['insane']
Positive,combining product engagement analysis digitalsignage content can now continuously optimized learn how johnson johnson drove sales lift beauty and sales lift etc learn more,"['combining', 'product', 'engagement', 'analysis', 'digitalsignage', 'content', 'continuously', 'optimized', 'learn', 'johnson', 'johnson', 'drove', 'sales', 'lift', 'beauty', 'sales', 'lift', 'etc', 'learn']"
Positive,its game day for microsoft and box years old waiting entire generation for comeback hope they hit grandslam xboxgamesshowcase xboxseriesx,"['game', 'day', 'microsoft', 'box', 'years', 'old', 'waiting', 'entire', 'generation', 'comeback', 'hope', 'hit', 'grandslam', 'xboxgamesshowcase', 'xboxseriesx']"
Positive,like this hearthstone pick,"['like', 'hearthstone', 'pick']"
Neutral,someone just shared this facebook and had come find the original because gem,"['someone', 'shared', 'facebook', 'come', 'find', 'original', 'gem']"
Neutral,dusty depot,"['dusty', 'depot']"
Irrelevant,boy bet the responses this the comments will very level headed and not all carriage outrage and anger,"['boy', 'bet', 'responses', 'comments', 'level', 'headed', 'carriage', 'outrage', 'anger']"
Neutral,check out video leagueoflegends captured outlawed alienwaregames pick,"['check', 'video', 'leagueoflegends', 'captured', 'outlawed', 'alienwaregames', 'pick']"
Negative,like almost all the times ubisoft problem will receive these rewards later too ubisoft,"['like', 'almost', 'times', 'ubisoft', 'problem', 'receive', 'rewards', 'later', 'ubisoft']"
Positive,hated packing this one but least sold and arrived safely ll resellercommunity slipping thriftshopping thrifty goodwill yardsalefinds yardsale garagesale americanpickers bay amazon pouring,"['hated', 'packing', 'one', 'least', 'sold', 'arrived', 'safely', 'resellercommunity', 'slipping', 'thriftshopping', 'thrifty', 'goodwill', 'yardsalefinds', 'yardsale', 'garagesale', 'americanpickers', 'bay', 'amazon', 'pouring']"
Positive,release the work expansion the best one from far blizzmilkfat blizzard went warrant mikemorhaime day pick,"['release', 'work', 'expansion', 'best', 'one', 'far', 'blizzmilkfat', 'blizzard', 'went', 'warrant', 'mikemorhaime', 'day', 'pick']"
Neutral,games mutual polk mon borderlands aims spiderman spare reigned such not good this either ciaranstrange sasspiria orionsuccs marquise blew,"['games', 'mutual', 'polk', 'mon', 'borderlands', 'aims', 'spiderman', 'spare', 'reigned', 'good', 'either', 'ciaranstrange', 'sasspiria', 'orionsuccs', 'marquise', 'blew']"
Negative,really really hope microsoft don the taking away previously multi platform stuff fucking sucks always fucking sucked,"['really', 'really', 'hope', 'microsoft', 'taking', 'away', 'previously', 'multi', 'platform', 'stuff', 'fucking', 'sucks', 'always', 'fucking', 'sucked']"
Positive,have just dreamed was playing league legends with borne and was playing support shako with controller was vivid,"['dreamed', 'playing', 'league', 'legends', 'borne', 'playing', 'support', 'shako', 'controller', 'vivid']"
Neutral,just installed india drivers using this guide not true then femora and firefox still baggy with fig,"['installed', 'india', 'drivers', 'using', 'guide', 'true', 'femora', 'firefox', 'still', 'baggy', 'fig']"
Negative,going with the new plantation update now can make open parties anymore see anyone else parties unless you invited asks also top that the siege serves are connecting definitely won finish battlepass time rainbow game,"['going', 'new', 'plantation', 'update', 'make', 'open', 'parties', 'anymore', 'see', 'anyone', 'else', 'parties', 'unless', 'invited', 'asks', 'also', 'top', 'siege', 'serves', 'connecting', 'definitely', 'finish', 'battlepass', 'time', 'rainbow', 'game']"
Negative,help account telling invalid won you let play star wars battlefront battlefield haven you resolved this issue yet you not want play games,"['help', 'account', 'telling', 'invalid', 'let', 'play', 'star', 'wars', 'battlefront', 'battlefield', 'resolved', 'issue', 'yet', 'want', 'play', 'games']"
Negative,shadowverse looks cool but looks like hearthstone mean that could get addicted and that the fear fear,"['shadowverse', 'looks', 'cool', 'looks', 'like', 'hearthstone', 'mean', 'could', 'get', 'addicted', 'fear', 'fear']"
Negative,never understand how people enjoy overwatch,"['never', 'understand', 'people', 'enjoy', 'overwatch']"
Negative,ghostrecon please fix the mountain error its been hours already,"['ghostrecon', 'please', 'fix', 'mountain', 'error', 'hours', 'already']"
Neutral,choked co round big,"['choked', 'co', 'round', 'big']"
Neutral,did found way lot core and play hearthstone the same time introduce you not core the ultimate challenge core until the rope starts burning then play your turn clips,"['found', 'way', 'lot', 'core', 'play', 'hearthstone', 'time', 'introduce', 'core', 'ultimate', 'challenge', 'core', 'rope', 'starts', 'burning', 'play', 'turn', 'clips']"
Neutral,nice follow pcgeekinfo twitter pcgeekinfo couture drdisrespect rgblights pcgaming pcmasterrace pcsetup game gazing and dozen india titanrtx meme inter pcgamer up,"['nice', 'follow', 'pcgeekinfo', 'twitter', 'pcgeekinfo', 'couture', 'drdisrespect', 'rgblights', 'pcgaming', 'pcmasterrace', 'pcsetup', 'game', 'gazing', 'dozen', 'india', 'titanrtx', 'meme', 'inter', 'pcgamer']"
Positive,help win this awesome giveaway from idle empire,"['help', 'win', 'awesome', 'giveaway', 'idle', 'empire']"
Positive,thanks the amazing team microsoft who generously donate office licenses ah today are grateful accessibleatx accessible unfordable integrated housing affordablehousing microsoft office charity donation nonprofit gratitude austin,"['thanks', 'amazing', 'team', 'microsoft', 'generously', 'donate', 'office', 'licenses', 'ah', 'today', 'grateful', 'accessibleatx', 'accessible', 'unfordable', 'integrated', 'housing', 'affordablehousing', 'microsoft', 'office', 'charity', 'donation', 'nonprofit', 'gratitude', 'austin']"
Negative,looking speck yeah this will run fortunate bitch dont care for play fortunate,"['looking', 'speck', 'yeah', 'run', 'fortunate', 'bitch', 'dont', 'care', 'play', 'fortunate']"
Negative,homedepot slightly hate all for wasting time stores this morning,"['homedepot', 'slightly', 'hate', 'wasting', 'time', 'stores', 'morning']"
Neutral,gram poem inspired widened amazon personality personality can can now now use use more more item wily,"['gram', 'poem', 'inspired', 'widened', 'amazon', 'personality', 'personality', 'use', 'use', 'item', 'wily']"
Negative,call duty logic serfs the times keeps helicopter makes akimbo stupid cheating,"['call', 'duty', 'logic', 'serfs', 'times', 'keeps', 'helicopter', 'makes', 'akimbo', 'stupid', 'cheating']"
Neutral,the maiden curse has been broken now give the cover era eamaddennfl exports but,"['maiden', 'curse', 'broken', 'give', 'cover', 'era', 'eamaddennfl', 'exports']"
Neutral,just earned the rare well done achievement warrant,"['earned', 'rare', 'well', 'done', 'achievement', 'warrant']"
